Message_id,Day_of_week,Date,Sender,Subject,Body
625,Monday,03/23/2020,Data Science Prep <team@datascienceprep.com>,[ML] Recommended similar listings: Airbnb [Medium] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Airbnb.

Say you are tasked with producing a model that can recommend similar listings to
an Airbnb user when they are looking at any given listing. What kind of model
would you use, what data is needed for that model, and how would you evaluate
the model?

"
626,Monday,03/23/2020,Daily Product Prep <daily@dailyproductprep.com>,Daily Product Prep #66: Tell me about a product you like. ,"*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was recently asked by Google.

Tell me about a product you like.

For this problem we'll be using Chess.com.

Make it harder? Follow along and use Chess.com [http://chess.com] as your answer.


"
627,Monday,03/23/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #490 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Yelp.

The horizontal distance of a binary tree node describes how far left or right
the node will be when the tree is printed out.

More rigorously, we can define it as follows:

 * The horizontal distance of the root is 0.
 * The horizontal distance of a left child is hd(parent) - 1.
 * The horizontal distance of a right child is hd(parent) + 1.

For example, for the following tree, hd(1) = -2, and hd(6) = 0.

             5
          /     \
        3         7
      /  \      /   \
    1     4    6     9
   /                /
  0                8


The bottom view of a tree, then, consists of the lowest node at each horizontal
distance. If there are two nodes at the same depth and horizontal distance,
either is acceptable.

For this tree, for example, the bottom view could be [0, 1, 3, 6, 8, 9].

Given the root to a binary tree, return its bottom view.

"
628,Tuesday,03/24/2020,Daily Product Prep <daily@dailyproductprep.com>,Daily Product Prep #67: Why do you want to work at Facebook? ,"*Product Management Prep* 

Good morning!

Here's today's problem:

This question was recently asked by Facebook.

Why do you want to work at Facebook?

Make it harder? Provide at least three distinct reasons.


Thanks for being a subscriber, and have a great day!

"
629,Tuesday,03/24/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #491 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Palantir.

Write a program that checks whether an integer is a palindrome. For example, 121 
is a palindrome, as well as 888. 678 is not a palindrome. Do not convert the
integer into a string.

"
630,Wednesday,03/25/2020,Data Science Prep <team@datascienceprep.com>,[Product/Statistics] A/B testing in streaming: Netflix [Medium] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Netflix.

In the streaming context, for A/B testing, what are some metrics and data to
track, and what are some differences versus more traditional A/B testing?

"
631,Wednesday,03/25/2020,Daily Product Prep <daily@dailyproductprep.com>,Daily Product Prep #68: How would you expand Fiverr into China? ,"*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked recently by Fiverr.

At Fiverr, we're always looking for new markets to enter. One region we're looking at in particular is Asia. How would you grow Fiverr in Asia?

Make it harder? Focus on China.


Thanks for being a subscriber, and have a great day!

"
632,Wednesday,03/25/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #492 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given an undirected graph represented as an adjacency matrix and an integer k,
write a function to determine whether each vertex in the graph can be colored
such that no two adjacent vertices share the same color using at most k colors.

"
633,Wednesday,03/25/2020,Daily Product Prep <daily@dailyproductprep.com>,New feature: DPP Facebook Group! ,"*Product Management Prep* 

Hey there,

We just launched our new Daily Product Prep Product Managers group on Facebook!

Join the DPP Product Managers [facebook.com/groups/DPPProductManagers] group to
talk to other product managers subscribed to our newsletter.

Join our community to:

 * Meet and chat with other product managers
 * Ask questions about interviews, product roles, and more
 * Find people to practice mock interviews with
 * Early access to all DPP content

Click here to join our community! [facebook.com/groups/DPPProductManagers]

I hope we can chat soon,

Don"
634,Thursday,03/26/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #69: Diagnose a 100% drop in Venmo's web
 traffic. ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was recently asked by Venmo.

What would you do if, all of a sudden, our web traffic dropped by 100%?

Make it harder? Ask a friend to mock you with this question and use the solution guide as a prompt.


Thanks for being a subscriber, and have a great day!

"
635,Thursday,03/26/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #493 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Triplebyte.

You are given n numbers as well as n probabilities that sum up to 1. Write a
function to generate one of the numbers with its corresponding probability.

For example, given the numbers [1, 2, 3, 4] and probabilities [0.1, 0.5, 0.2,
0.2], your function should return 1 10% of the time, 2 50% of the time, and 3
and 4 20% of the time.

You can generate random numbers between 0 and 1 uniformly.

"
636,Friday,03/27/2020,Data Science Prep <team@datascienceprep.com>,[Coding] Max Sum Increasing Subsequence: Uber [Medium] ,"*Data Science Prep* 

Good morning!

Here's today's problem:

This problem was asked by Uber.

Given a list of positive integers, return the maximum increasing subsequence,
that is, the largest increasing subsequence within the array that has the
maximum sum. Examples: if the input is [5, 4, 3, 2, 1] then return 5 (since no
subsequence is increasing), if the input is [3, 2, 5, 7, 6] return 15 = 3 + 5 +
7, etc.

"
637,Friday,03/27/2020,Daily Product Prep <daily@dailyproductprep.com>,"Daily Product Prep #70: How should WeChat further expand into
 America? ","*Product Management Prep* 

Good morning!

Here's today's problem:

This problem was asked recently by WhatsApp.

Let's say WeChat wanted to have a larger presence here. What should they do to further expand into America?

Make it harder? Evaluate at least five different channels.


Thanks for being a subscriber, and have a great day!

"
638,Friday,03/27/2020,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #494 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Given a circular array, compute its maximum subarray sum in O(n) time. A
subarray can be empty, and in this case the sum is 0.

For example, given [8, -1, 3, 4], return 15 as we choose the numbers 3, 4, and 8 
where the 8 is obtained from wrapping around.

Given [-4, 5, 1, 0], return 6 as we choose the numbers 5 and 1.

"
